"State","Year","Price","Region"
"North Carolina","2015",10160.32551278,"Other"
"North Carolina","2016",10301.1919675942,"Other"
"North Carolina","2017",10983.2184383375,"Other"
"North Carolina","2018",12138.7210201875,"Other"
"North Carolina","2019",12067.4500834812,"Other"
"North Carolina","2020",11837.0208302,"Other"
"North Carolina","2021",13262.7264820375,"Other"
"North Carolina","2022",19016.2164664875,"Other"
"North Dakota","2015",15228.1141636667,"Other"
"North Dakota","2016",15080.0051813333,"Other"
"North Dakota","2017",15448.1047263333,"Other"
"North Dakota","2018",16295.8916526667,"Other"
"North Dakota","2019",15399.507946,"Other"
"North Dakota","2020",14723.1486726,"Other"
"North Dakota","2021",15421.9643366667,"Other"
"North Dakota","2022",19844.8090926667,"Other"
"Nebraska","2015",11202.8781344,"Other"
"Nebraska","2016",11600.5066688333,"Other"
"Nebraska","2017",12497.7586442,"Other"
"Nebraska","2018",13756.5128354667,"Other"
"Nebraska","2019",13905.6859634667,"Other"
"Nebraska","2020",13718.2358259333,"Other"
"Nebraska","2021",14953.4273504333,"Other"
"Nebraska","2022",19681.8181513333,"Other"
"New Hampshire","2015",17690.194274,"Other"
"New Hampshire","2016",18189.86409,"Other"
"New Hampshire","2017",19554.576706,"Other"
"New Hampshire","2018",21409.277239,"Other"
"New Hampshire","2019",21233.642849,"Other"
"New Hampshire","2020",21077.300762,"Other"
"New Hampshire","2021",23394.90426,"Other"
"New Hampshire","2022",31486.877401,"Other"
"New Jersey","2015",17954.49320275,"Other"
"New Jersey","2016",17926.433427,"Other"
"New Jersey","2017",18553.9519925,"Other"
"New Jersey","2018",19622.45129,"Other"
"New Jersey","2019",19403.484586,"Other"
"New Jersey","2020",19361.201016,"Other"
"New Jersey","2021",21404.45847075,"Other"
"New Jersey","2022",28930.517204,"Other"
"New Mexico","2015",23724.54094,"Other"
"New Mexico","2016",12241.12970205,"Other"
"New Mexico","2017",13106.318684975,"Other"
"New Mexico","2018",14168.4183818,"Other"
"New Mexico","2019",14172.62579785,"Other"
"New Mexico","2020",14064.0729839,"Other"
"New Mexico","2021",15432.560992975,"Other"
"New Mexico","2022",21631.54933285,"Other"
"Nevada","2015",13402.3311876667,"Other"
"Nevada","2016",14578.5201693333,"Other"
"Nevada","2017",16288.2260956667,"Other"
"Nevada","2018",19065.1218926667,"Other"
"Nevada","2019",19228.5779146667,"Other"
"Nevada","2020",18458.9497246667,"Other"
"Nevada","2021",21249.8677266667,"Other"
"Nevada","2022",30773.6691016667,"Other"
"New York","2015",12820.327195125,"Other"
"New York","2016",12779.1032699,"Other"
"New York","2017",14113.113814475,"Other"
"New York","2018",14646.46981965,"Other"
"New York","2019",14450.8226308917,"Other"
"New York","2020",14310.0720138667,"Other"
"New York","2021",15619.2625692917,"Other"
"New York","2022",20539.2109104,"Other"
"Ohio","2015",7847.22118122143,"Other"
"Ohio","2016",8024.77919461429,"Other"
"Ohio","2017",8522.51767870714,"Other"
"Ohio","2018",9308.81722936429,"Other"
"Ohio","2019",9305.96604127143,"Other"
"Ohio","2020",9247.16956170714,"Other"
"Ohio","2021",10138.2977256643,"Other"
"Ohio","2022",13175.9034327857,"Other"
"Oklahoma","2015",8610.8612695,"Other"
"Oklahoma","2016",201518.509874575,"Other"
"Oklahoma","2017",9126.359916625,"Other"
"Oklahoma","2018",9575.435072525,"Other"
"Oklahoma","2019",9454.915147425,"Other"
"Oklahoma","2020",9285.55765095,"Other"
"Oklahoma","2021",9960.940535,"Other"
"Oklahoma","2022",13166.04770335,"Other"
"Oregon","2015",15799.4355165625,"Other"
"Oregon","2016",16827.846782125,"Other"
"Oregon","2017",18892.23623675,"Other"
"Oregon","2018",21185.11028,"Other"
"Oregon","2019",20955.229241125,"Other"
"Oregon","2020",20612.500976,"Other"
"Oregon","2021",23387.055763,"Other"
"Oregon","2022",32443.48009325,"Other"
"Pennsylvania","2015",10910.8203004944,"Other"
"Pennsylvania","2016",10401.3749598111,"Other"
"Pennsylvania","2017",11438.1946200944,"Other"
"Pennsylvania","2018",12828.5892778556,"Other"
"Pennsylvania","2019",12448.4845091444,"Other"
"Pennsylvania","2020",12413.9279460611,"Other"
"Pennsylvania","2021",13733.2070995,"Other"
"Pennsylvania","2022",17967.7437129556,"Other"
"Rhode Island","2015",17504.389976,"Other"
"Rhode Island","2016",17703.103625,"Other"
"Rhode Island","2017",19181.02338,"Other"
"Rhode Island","2018",21017.27191,"Other"
"Rhode Island","2019",20771.913637,"Other"
"Rhode Island","2020",20490.041107,"Other"
"Rhode Island","2021",22882.352924,"Other"
"Rhode Island","2022",30598.253462,"Other"
"South Carolina","2015",10134.125374375,"Other"
"South Carolina","2016",10421.6382846375,"Other"
"South Carolina","2017",11177.5116806875,"Other"
"South Carolina","2018",12250.5807995,"Other"
"South Carolina","2019",12167.0318831375,"Other"
"South Carolina","2020",11868.7711429875,"Other"
"South Carolina","2021",13145.9239626375,"Other"
"South Carolina","2022",18955.1419317,"Other"
"South Dakota","2015",12684.90451065,"Other"
"South Dakota","2016",13043.9115825,"Other"
"South Dakota","2017",13953.936386,"Other"
"South Dakota","2018",15147.7656595,"Other"
"South Dakota","2019",15135.65054,"Other"
"South Dakota","2020",15044.3624725,"Other"
"South Dakota","2021",16306.010136,"Other"
"South Dakota","2022",23204.435426,"Other"
"Tennessee","2015",8971.48995643,"Other"
"Tennessee","2016",9250.9452728,"Other"
"Tennessee","2017",10017.99448364,"Other"
"Tennessee","2018",10941.67808192,"Other"
"Tennessee","2019",10893.30354424,"Other"
"Tennessee","2020",10905.5361737,"Other"
"Tennessee","2021",12111.02161724,"Other"
"Tennessee","2022",17477.17463511,"Other"
"Texas","2015",10892.221447648,"Other"
"Texas","2016",11237.4498717398,"Other"
"Texas","2017",12001.1561905923,"Other"
"Texas","2018",13041.1591058385,"Other"
"Texas","2019",17105.9483272808,"Other"
"Texas","2020",12585.9386950962,"Other"
"Texas","2021",13757.5847572462,"Other"
"Texas","2022",18450.6388527538,"Other"
"Utah","2015",13704.78028256,"Other"
"Utah","2016",14540.087492,"Other"
"Utah","2017",16235.5077196,"Other"
"Utah","2018",18585.7760758,"Other"
"Utah","2019",18956.0856468,"Other"
"Utah","2020",18979.2206996,"Other"
"Utah","2021",22657.3036912,"Other"
"Utah","2022",33449.06281,"Other"
"Virginia","2015",11938.0173843222,"Other"
"Virginia","2016",12131.0152740889,"Other"
"Virginia","2017",12809.5861257333,"Other"
"Virginia","2018",14166.0041835444,"Other"
"Virginia","2019",13921.6633836111,"Other"
"Virginia","2020",13671.3365140889,"Other"
"Virginia","2021",14910.4995432444,"Other"
"Virginia","2022",20385.5505936667,"Other"
"Vermont","2015",18333.447075,"Other"
"Vermont","2016",18280.74718,"Other"
"Vermont","2017",21052.374669,"Other"
"Vermont","2018",22841.214355,"Other"
"Vermont","2019",21237.265535,"Other"
"Vermont","2020",21091.64426,"Other"
"Vermont","2021",23400.659177,"Other"
"Vermont","2022",31768.316081,"Other"
"Washington","2015",14843.3273612818,"Other"
"Washington","2016",15821.4884509364,"Other"
"Washington","2017",17885.6385019455,"Other"
"Washington","2018",20434.3266498182,"Other"
"Washington","2019",20614.8301583636,"Other"
"Washington","2020",20900.3445457273,"Other"
"Washington","2021",23839.4320022727,"Other"
"Washington","2022",33331.8509296364,"Other"
"Wisconsin","2015",11466.8683695917,"Other"
"Wisconsin","2016",11902.7952533583,"Other"
"Wisconsin","2017",12688.9538822917,"Other"
"Wisconsin","2018",13892.274176,"Other"
"Wisconsin","2019",13959.5417623667,"Other"
"Wisconsin","2020",13875.1386504833,"Other"
"Wisconsin","2021",14822.3656215333,"Other"
"Wisconsin","2022",19340.3107334167,"Other"
"West Virginia","2015",6953.2910938,"Other"
"West Virginia","2016",6988.14717045,"Other"
"West Virginia","2017",7243.770676075,"Other"
"West Virginia","2018",7733.348891575,"Other"
"West Virginia","2019",7535.961913575,"Other"
"West Virginia","2020",7243.858912025,"Other"
"West Virginia","2021",7807.2854187,"Other"
"West Virginia","2022",10140.01895125,"Other"
"Wyoming","2015",13817.954243,"Other"
"Wyoming","2016",13860.684278,"Other"
"Wyoming","2017",14393.968804,"Other"
"Wyoming","2018",15400.0697005,"Other"
"Wyoming","2019",15370.7838505,"Other"
"Wyoming","2020",15365.209424,"Other"
"Wyoming","2021",16103.790253,"Other"
"Wyoming","2022",21325.617422,"Other"
