"State","Year","Price","Region"
"Louisiana","2020",13009.96668669,"Other"
"Louisiana","2021",13698.9237574548,"Other"
"Louisiana","2022",13980.8280140238,"Other"
"Massachusetts","2015",17297.5279315,"Other"
"Massachusetts","2016",17857.5806986667,"Other"
"Massachusetts","2017",18555.6962383333,"Other"
"Massachusetts","2018",19362.5142756667,"Other"
"Massachusetts","2019",20235.95542025,"Other"
"Massachusetts","2020",20954.454448,"Other"
"Massachusetts","2021",21611.1139153833,"Other"
"Massachusetts","2022",23812.28405405,"Other"
"Maryland","2015",13599.3638441333,"Other"
"Maryland","2016",13821.4634999667,"Other"
"Maryland","2017",14126.4867799333,"Other"
"Maryland","2018",14475.3359191667,"Other"
"Maryland","2019",14882.5535776667,"Other"
"Maryland","2020",15473.6595236667,"Other"
"Maryland","2021",17049.0564163333,"Other"
"Maryland","2022",18442.685203,"Other"
"Maine","2015",14655.714188,"Other"
"Maine","2016",13344.48371125,"Other"
"Maine","2017",12683.4791595333,"Other"
"Maine","2018",12841.6500982,"Other"
"Maine","2019",13472.4023832667,"Other"
"Maine","2020",14328.8271582667,"Other"
"Maine","2021",15992.4413657667,"Other"
"Maine","2022",17713.4662421667,"Other"
"Michigan","2015",10587.39245185,"Other"
"Michigan","2016",10667.4331231405,"Other"
"Michigan","2017",11022.0908936714,"Other"
"Michigan","2018",11315.5892049482,"Other"
"Michigan","2019",11716.247262525,"Other"
"Michigan","2020",12230.528068,"Other"
"Michigan","2021",12885.6068260417,"Other"
"Michigan","2022",14347.0154505397,"Other"
"Minnesota","2015",13448.8426278667,"Other"
"Minnesota","2016",13088.89641,"Other"
"Minnesota","2017",13474.327034405,"Other"
"Minnesota","2018",13331.01563858,"Other"
"Minnesota","2019",13786.33802586,"Other"
"Minnesota","2020",14172.6503188,"Other"
"Minnesota","2021",14807.91303806,"Other"
"Minnesota","2022",15559.002970101,"Other"
"Missouri","2015",9865.333513125,"Other"
"Missouri","2016",10122.603568525,"Other"
"Missouri","2017",10428.2935823,"Other"
"Missouri","2018",10363.2425884,"Other"
"Missouri","2019",10765.83113256,"Other"
"Missouri","2020",11252.09924928,"Other"
"Missouri","2021",11897.262260321,"Other"
"Missouri","2022",12450.6243784929,"Other"
"Mississippi","2015",10629.134246,"Other"
"Mississippi","2016",11195.91780825,"Other"
"Mississippi","2017",11595.4791212,"Other"
"Mississippi","2018",11946.5682119,"Other"
"Mississippi","2019",12310.52401795,"Other"
"Mississippi","2020",12938.834615,"Other"
"Mississippi","2021",14220.6499358333,"Other"
"Mississippi","2022",15272.8009622,"Other"
"Montana","2015",9617.78529935,"Other"
"Montana","2016",9861.2664395,"Other"
"Montana","2017",10060.9326540667,"Other"
"Montana","2018",10221.8736921333,"Other"
"Montana","2019",10594.8456022333,"Other"
"Montana","2020",11153.9247079,"Other"
"Montana","2021",15540.80147095,"Other"
"Montana","2022",19511.9203078,"Other"
"North Carolina","2015",11373.8331316059,"Other"
"North Carolina","2016",11686.6650891667,"Other"
"North Carolina","2017",12129.6776906583,"Other"
"North Carolina","2018",12676.03711415,"Other"
"North Carolina","2019",13365.59852705,"Other"
"North Carolina","2020",13987.66545035,"Other"
"North Carolina","2021",15378.0566479438,"Other"
"North Carolina","2022",17308.354107451,"Other"
"North Dakota","2015",10390.744,"Other"
"North Dakota","2016",10390.74445845,"Other"
"North Dakota","2017",10690.43502995,"Other"
"North Dakota","2018",11093.74068435,"Other"
"North Dakota","2019",11323.8377762,"Other"
"North Dakota","2020",11455.8223671167,"Other"
"North Dakota","2021",10960.471869175,"Other"
"North Dakota","2022",11413.84247782,"Other"
"Nebraska","2015",10284.9714489,"Other"
"Nebraska","2016",10566.76610585,"Other"
"Nebraska","2017",10907.5022346,"Other"
"Nebraska","2018",11263.46341385,"Other"
"Nebraska","2019",11615.4969961,"Other"
"Nebraska","2020",12058.81048965,"Other"
"Nebraska","2021",12712.08181615,"Other"
"Nebraska","2022",12666.8174101667,"Other"
"New Hampshire","2015",13441.57134,"Other"
"New Hampshire","2016",13013.377315,"Other"
"New Hampshire","2017",13140.8185887,"Other"
"New Hampshire","2018",13857.2774208,"Other"
"New Hampshire","2019",14604.7113085,"Other"
"New Hampshire","2020",15590.1459895,"Other"
"New Hampshire","2021",17200.112297,"Other"
"New Hampshire","2022",18591.5353510833,"Other"
"New Jersey","2015",15722.0487385,"Other"
"New Jersey","2016",16111.943059,"Other"
"New Jersey","2017",16508.2157855,"Other"
"New Jersey","2018",17035.02949,"Other"
"New Jersey","2019",17556.5080065,"Other"
"New Jersey","2020",18287.783862,"Other"
"New Jersey","2021",20299.7735745,"Other"
"New Jersey","2022",23264.9847125,"Other"
"New Mexico","2015",10484.42302775,"Other"
"New Mexico","2016",11712.9693346333,"Other"
"New Mexico","2017",12391.9716546,"Other"
"New Mexico","2018",12974.2248771,"Other"
"New Mexico","2019",13762.1435790333,"Other"
"New Mexico","2020",14413.1696685333,"Other"
"New Mexico","2021",16035.4800603333,"Other"
"New Mexico","2022",16595.2013030967,"Other"
"Nevada","2015",12313.5544515,"Other"
"Nevada","2016",13088.8392665,"Other"
"Nevada","2017",14125.1719705,"Other"
"Nevada","2018",15394.627743,"Other"
"Nevada","2019",16342.302357,"Other"
"Nevada","2020",17039.406599,"Other"
"Nevada","2021",19181.5651656667,"Other"
"Nevada","2022",20476.9329773667,"Other"
"New York","2015",14970.64681356,"Other"
"New York","2016",14667.4929474381,"Other"
"New York","2017",15105.4393234429,"Other"
"New York","2018",14755.2279841625,"Other"
"New York","2019",15517.0223776444,"Other"
"New York","2020",15958.2741358083,"Other"
"New York","2021",17245.5900690689,"Other"
"New York","2022",18903.6118556711,"Other"
"Ohio","2015",9145.35343374464,"Other"
"Ohio","2016",9370.69697694107,"Other"
"Ohio","2017",9605.06589612222,"Other"
"Ohio","2018",9858.88108843,"Other"
"Ohio","2019",10198.66825143,"Other"
"Ohio","2020",10654.92046407,"Other"
"Ohio","2021",11501.38169656,"Other"
"Ohio","2022",12206.398498829,"Other"
"Oklahoma","2015",10213.0097971667,"Other"
"Oklahoma","2016",10297.2933732333,"Other"
"Oklahoma","2017",10423.3888398,"Other"
"Oklahoma","2018",10646.2016538,"Other"
"Oklahoma","2019",10938.6296034667,"Other"
"Oklahoma","2020",11389.9918428,"Other"
"Oklahoma","2021",12467.434176325,"Other"
"Oklahoma","2022",13296.8078692474,"Other"
"Oregon","2015",12709.33095218,"Other"
"Oregon","2016",14061.372006,"Other"
"Oregon","2017",14951.5922321667,"Other"
"Oregon","2018",15638.318319,"Other"
"Oregon","2019",16378.6996138333,"Other"
"Oregon","2020",17109.8036878333,"Other"
"Oregon","2021",18573.7951562857,"Other"
"Oregon","2022",20142.0077956944,"Other"
"Pennsylvania","2015",10726.4120763833,"Other"
"Pennsylvania","2016",10827.7262789982,"Other"
"Pennsylvania","2017",11065.9091328909,"Other"
"Pennsylvania","2018",11190.2906853583,"Other"
"Pennsylvania","2019",11803.8527012276,"Other"
"Pennsylvania","2020",12388.0232006538,"Other"
"Pennsylvania","2021",13402.48143102,"Other"
"Pennsylvania","2022",14569.4035292896,"Other"
"Rhode Island","2015",12976.025504,"Other"
"Rhode Island","2016",13650.636652,"Other"
"Rhode Island","2017",14334.485749,"Other"
"Rhode Island","2018",15171.46891,"Other"
"Rhode Island","2019",15969.182492,"Other"
"Rhode Island","2020",16845.346009,"Other"
"Rhode Island","2021",18714.163205,"Other"
"Rhode Island","2022",20915.072882,"Other"
"South Carolina","2015",12095.8024447933,"Other"
"South Carolina","2016",12179.6524085,"Other"
"South Carolina","2017",12730.5753475143,"Other"
"South Carolina","2018",13312.4326955286,"Other"
"South Carolina","2019",13760.8487595036,"Other"
"South Carolina","2020",14293.7404926125,"Other"
"South Carolina","2021",15757.163076625,"Other"
"South Carolina","2022",17921.1248194722,"Other"
"South Dakota","2015",9554.138,"Other"
"South Dakota","2016",9554.1381375,"Other"
"South Dakota","2017",9960.6979256,"Other"
"South Dakota","2018",10458.75170315,"Other"
"South Dakota","2019",10622.90601765,"Other"
"South Dakota","2020",10962.57927485,"Other"
"South Dakota","2021",12005.6614986,"Other"
"South Dakota","2022",13692.7753288333,"Other"
"Tennessee","2015",11189.77047778,"Other"
"Tennessee","2016",11376.3144990567,"Other"
"Tennessee","2017",11680.0196365167,"Other"
"Tennessee","2018",12139.8295944,"Other"
"Tennessee","2019",12717.7342876333,"Other"
"Tennessee","2020",13358.3709490286,"Other"
"Tennessee","2021",14635.2243606463,"Other"
"Tennessee","2022",15903.1700877561,"Other"
"Texas","2015",11802.8849582476,"Other"
"Texas","2016",12076.6090150366,"Other"
"Texas","2017",12378.8371027561,"Other"
"Texas","2018",13030.7127815609,"Other"
"Texas","2019",13502.0056217072,"Other"
"Texas","2020",13684.247226175,"Other"
"Texas","2021",14588.9550366652,"Other"
"Texas","2022",15840.1834322979,"Other"
"Utah","2015",11972.5790945,"Other"
"Utah","2016",12706.896210975,"Other"
"Utah","2017",13528.465417225,"Other"
"Utah","2018",14341.8922655,"Other"
"Utah","2019",16887.4099562,"Other"
"Utah","2020",17930.2482468,"Other"
"Utah","2021",20664.2170556,"Other"
"Utah","2022",21588.1512630238,"Other"
"Virginia","2015",11875.6814281286,"Other"
"Virginia","2016",12233.7685217857,"Other"
"Virginia","2017",12690.0259791143,"Other"
"Virginia","2018",12924.1156593903,"Other"
"Virginia","2019",13419.4413970889,"Other"
"Virginia","2020",14093.2140878028,"Other"
"Virginia","2021",15383.8366084556,"Other"
"Virginia","2022",17121.2502295556,"Other"
"Vermont","2015",15424.493,"Other"
"Vermont","2016",15424.4929968,"Other"
"Vermont","2017",16209.892438,"Other"
"Vermont","2018",16778.407534,"Other"
"Vermont","2019",17186.074282,"Other"
"Vermont","2020",17708.641225,"Other"
"Vermont","2021",18972.229059,"Other"
"Vermont","2022",21242.648087,"Other"
"Washington","2015",12537.9691411571,"Other"
"Washington","2016",13173.98699235,"Other"
"Washington","2017",14201.8546349875,"Other"
"Washington","2018",15160.7827125819,"Other"
"Washington","2019",16035.9487166444,"Other"
"Washington","2020",16867.3254541111,"Other"
"Washington","2021",18641.7498652556,"Other"
"Washington","2022",19287.5979544634,"Other"
"Wisconsin","2015",12274.60868245,"Other"
"Wisconsin","2016",12421.9278362833,"Other"
"Wisconsin","2017",11451.2601877,"Other"
"Wisconsin","2018",11699.3989913667,"Other"
"Wisconsin","2019",11767.28925605,"Other"
"Wisconsin","2020",12295.72488845,"Other"
"Wisconsin","2021",12478.6228600329,"Other"
"Wisconsin","2022",12555.5313711445,"Other"
"West Virginia","2015",10361.419,"Other"
"West Virginia","2016",10361.4194773,"Other"
"West Virginia","2017",9687.926446,"Other"
"West Virginia","2018",9929.37334155,"Other"
"West Virginia","2019",9985.04400275,"Other"
"West Virginia","2020",10274.65070425,"Other"
"West Virginia","2021",10719.5066245833,"Other"
"West Virginia","2022",11372.6469165333,"Other"
"Wyoming","2015",11269.7312457,"Other"
"Wyoming","2016",11548.23799955,"Other"
"Wyoming","2017",11352.26909735,"Other"
"Wyoming","2018",11546.0477727,"Other"
"Wyoming","2019",12103.1340189,"Other"
"Wyoming","2020",11915.5051692667,"Other"
"Wyoming","2021",12048.743336725,"Other"
"Wyoming","2022",13047.988603275,"Other"
