RegionID,SizeRank,State,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024,1/31/2025,2/28/2025
4,23,Alabama,130057.1052,129949.347,130047.556,130532.818,131149.3813,131665.8149,132016.238,132341.3986,132627.8669,133027.7767,133399.9043,133934.264,134533.4873,135202.9493,135545.6655,135889.3833,136096.568,136432.0821,136496.6267,136668.1746,136964.1074,137464.9808,137958.1194,138456.2118,138885.775,139190.8902,139379.0874,139556.5837,139686.7234,139786.681,140051.3803,140501.5352,141104.8535,141726.5415,142375.1485,142950.0645,143461.321,143881.8367,144566.1536,145094.7649,145574.845,145737.2293,146157.9015,146663.2729,147265.0833,147542.4921,147956.1932,148480.4721,149375.9966,150441.6466,151678.1349,152645.6851,153285.0508,153799.2354,154442.2058,155206.3748,155794.8786,156556.2235,157594.0093,158927.4897,160168.4651,161203.2907,162264.5516,163368.5743,164302.648,165095.9017,165939.8637,167204.4943,169076.1074,171195.1718,173444.0239,175372.2062,177175.1383,179043.3488,181082.0083,183351.7819,185899.657,188810.8352,191697.0235,193950.9354,195406.3298,196796.289,198706.3389,200799.3991,203117.9045,205399.4648,207861.4437,210539.3806,212944.7804,215404.0238,216832.1017,217647.5972,217520.5352,217201.3137,216665.9914,216178.0631,215761.5549,215529.6403,215885.0853,216919.5476,218464.8883,219836.0792,220507.1251,220557.5278,220353.4635,220174.5748,220216.2021,220149.7239,219883.0263,219800.6863,220523.9653,221850.6693,223100.3179,223626.8981,223700,223562.7253,223442.4091,223580.2173,223760.9889,224386.3145,224989.2783,225538.7004
25,24,Louisiana,158485.7968,159412.5885,160144.8427,160973.756,161874.3052,162593.4211,163119.5346,163386.6807,163869.347,164646.109,165430.4817,166501.8204,167325.062,168020.0158,168042.565,168128.7213,168185.6933,168457.0202,168292.944,168235.5094,168080.8044,168295.5414,168227.9202,168203.0076,167807.4178,167515.1188,167137.8996,166888.9558,166474.8615,166186.3843,166246.58,166733.0434,167507.5075,168211.1625,168667.199,168827.6193,169170.3666,169538.5043,170226.8121,170444.9615,170411.2326,169760.1303,169523.4605,169464.9307,169719.7063,169428.2882,169431.7673,169645.3182,170466.1588,171656.2357,173133.3896,174457.1281,175396.9059,175902.4377,176382.4621,176694.0152,176833.9676,176961.7036,177461.078,178437.2304,179809.2039,181067.094,182029.3718,182796.5302,183047.4668,182953.1166,182794.1693,183455.7366,185190.7733,186973.0566,188259.1398,188770.6301,189119.0051,189827.0163,190716.0188,191629.8938,192548.4781,193755.4881,194711.8287,194972.421,194709.1172,194973.5194,196022.478,197407.1088,198977.3649,200492.2148,202270.3525,203948.416,205337.648,206682.1098,207341.8762,207167.3233,205818.3499,204356.3773,203019.3722,201820.3369,201009.9107,200421.0745,200780.6993,201227.5204,201613.9248,201227.4445,200357.7694,199326.5589,198299.1398,197377.1815,196611.8945,195963.5939,195091.5366,194862.3773,195155.1522,196049.6013,196588.3576,196501.277,195984.7569,195165.0968,194291.6417,193688.2628,193749.3273,194603.6927,195492.4409,196111.6386
24,25,Kentucky,108867.4991,109003.2942,109216.9006,109729.2642,110345.7272,110925.8452,111422.2992,111989.469,112524.046,113060.9087,113409.6574,113887.2737,114424.233,115009.2063,115277.8533,115477.1819,115748.8132,116301.1424,116687.8563,117078.4037,117506.3037,118164.8905,118837.1169,119406.527,119871.9611,120277.4812,120694.4391,121216.1451,121750.7623,122279.1302,122878.3808,123497.0793,124281.2334,124871.9124,125270.9165,125424.8914,125793.585,126588.5021,127781.4836,128811.2174,129545.0828,129915.5421,130496.9593,131138.9949,131885.8133,132255.4673,132736.2538,133245.5851,133944.2949,134697.7628,135522.3284,136291.7305,136828.232,137264.7812,137667.2061,138110.9924,138444.2158,139015.1537,139803.2874,140735.0504,141689.4712,142501.0295,143370.2528,144123.1422,144856.3988,145516.4051,146442.6558,147832.9623,149910.0139,152204.5617,154586.5344,156642.8244,158379.1728,159986.2361,161591.4638,163253.0176,165044.4287,167086.4002,168896.1326,170081.5077,170447.2864,170907.1554,171793.5548,173087.0505,175052.8737,177367.1956,179936.9615,182341.5838,184414.3102,186552.7242,188036.0535,188743.6183,188638.9601,188710.5779,189073.6978,189509.3687,189462.9192,189450.3827,189911.652,191090.082,192709.8959,194052.4337,194859.2849,195179.8994,195616.1887,196237.9453,196999.6398,197593.9515,197753.8618,198076.1852,198909.5862,200644.3142,202208.1115,203338.4874,203808.1875,204129.48,204063.1658,204336.7024,205040.3836,206915.8899,209207.2567,211464.5951
46,26,Oregon,245742.1501,247930.5969,249914.6179,251833.4564,253632.8081,255536.4556,257703.6363,260197.2369,262927.0035,266040.25,269131.0041,272530.7279,275806.2822,278866.1559,281462.9168,284129.9395,286985.6389,289847.509,292339.8155,294502.2167,296461.7752,298665.3806,301159.6501,303996.2961,306664.6667,309289.0081,311785.6133,314290.2158,316439.5906,318426.9531,320079.3553,321710.3647,323160.0604,324587.5862,326064.5829,327916.6169,330216.6221,332808.1608,335596.8391,337995.1869,340020.5742,341190.6819,342437.93,343516.3487,344525.0062,345059.905,345505.9024,346393.8171,347731.6859,349449.6163,351130.0292,352444.6198,353124.2141,353663.9282,354057.3955,354648.5693,355158.0433,356079.1445,357638.8095,359734.3899,362506.0044,365326.1618,368291.6541,370602.2086,371615.845,371678.6718,371900.7935,373898.7881,377973.9204,383531.9634,390146.4686,397006.6733,403759.4604,410889.6169,418524.0924,426537.0395,434381.9748,441493.0856,447663.7927,452085.2356,455310.8509,458209.0276,461616.6082,465431.0121,470556.4685,477194.5179,485402.8848,493662.2488,500652.0625,505098.6001,505064.7533,501222.3496,495352.234,490810.6538,487413.1202,484516.7002,481195.0624,478581.6171,477254.7302,477592.587,479126.279,481431.7578,483553.4263,485304.698,486136.5294,486447.464,486127.1242,485771.1388,485534.5008,485718.3863,486648.0681,487729.6234,488639.0203,488728.293,488808.8121,488966.1821,489739.1129,490787.0157,492174.4112,493654.4877,494695.5389,494835.9762
45,27,Oklahoma,115425.1856,115772.2391,116036.4761,116398.2892,116825.5823,117068.4411,117307.1137,117556.6005,118029.2202,118345.778,118344.7987,118000.3732,117937.3156,118354.2888,119036.3396,119718.8973,120274.8634,120758.3156,121055.0216,121288.7423,121515.4057,121910.2576,122177.1166,122262.473,122215.2823,122398.3022,122729.1419,123068.4596,123329.9496,123587.8225,123827.6119,124087.6681,124443.5984,124902.6166,125356.1016,125802.8165,126330.3005,126795.974,127325.7033,127780.2369,128121.5165,128151.3498,128267.6663,128462.7998,128914.5034,129264.9793,129912.4392,130620.6883,131126.9352,131544.6216,131931.6735,132423.6339,132826.723,133356.3666,133940.4946,134463.6597,134741.9626,135244.3752,136112.378,137351.574,138803.8143,140033.9694,140920.617,141399.0134,141534.5063,141685.348,142114.6859,143176.2423,144872.8199,146801.0969,149050.0279,151256.6525,153332.5239,155230.0922,157075.6057,158893.8921,160784.2144,162854.6716,164619.2511,165989.5499,166837.1277,168168.2338,169882.8163,171879.83,174361.7392,177093.5481,180061.6552,182610.5945,184741.7524,186775.6886,188335.8205,189279.3873,189634.3804,190009.2597,190585.4953,190932.0767,190743.7397,190488.9277,190689.7842,191533.7798,192715.3334,193828.6475,194600.77,195004.7022,195230.879,195668.0761,196259.6087,196878.3731,197234.3195,197646.2356,198327.9527,199330.9763,200127.8427,200609.0007,200827.1519,201206.1771,201475.9673,201894.5521,202376.1758,203345.3602,204257.2726,204860.6701
11,28,Connecticut,233156.9914,233126.0466,233425.0603,233844.5086,234352.6471,234556.1592,234874.8081,235199.6193,235626.8308,236042.1459,236447.1551,236630.959,236897.8286,236903.2879,237004.8928,236931.0998,237215.4934,237516.8328,237633.1302,237641.9152,237642.3957,238036.9014,238555.7489,239403.5617,239925.5619,240296.9845,240644.2496,241441.0317,242409.0397,243255.5306,243954.0035,244371.6146,244766.4701,245184.9849,245989.3655,246845.7847,247570.8278,247926.5567,248341.7208,248481.0429,248667.5575,248588.8094,248790.5354,249059.2659,249491.7546,249759.9774,249951.1404,250052.2785,250195.7765,250545.782,251072.1253,251625.3031,251900.3258,252049.6176,252233.7732,252502.0594,252574.9699,252803.9289,253321.841,254161.2255,255294.4018,256508.6609,258193.1847,259820.0439,260731.8041,260886.9859,260940.8514,262147.0762,264869.0015,268874.781,273727.7956,278778.8225,283549.8013,288152.6502,292635.7829,297065.4452,301679.6941,306307.0247,309718.9415,311131.5146,310577.2601,309993.3226,310214.9544,311756.3517,315367.9987,320530.5513,326726.2819,332550.3529,337905.0601,342466.8285,345352.0948,346020.8381,345263.1293,344641.1364,344947.3068,345572.3471,345848.1405,346637.7377,348328.2802,351400.2243,354832.4051,358792.242,363333.3641,368308.7786,372864.9263,376329.2763,378904.423,381040.6015,382892.4277,385190.1917,388457.5916,392089.9469,395152.6384,397029.0998,398519.8128,400024.7382,401756.3657,403239.4054,404241.928,405153.1628,406170.3152,407391.2552
55,30,Utah,228866.5459,230177.0556,231649.3642,233157.6,234754.3405,236472.88,238406.5676,240656.5688,242949.1917,245155.3728,247124.8768,249147.5482,251322.5294,253332.8311,254918.4924,256461.8619,258208.2362,260213.2878,261988.4112,263492.9669,264860.7635,266292.0913,267832.8138,269484.7677,271308.931,273437.7314,275827.6628,278254.4266,280448.5975,282577.1187,284520.0174,286500.5599,288451.0446,290374.2936,292344.3801,294481.8675,296853.9488,299338.2257,302014.7189,304353.2895,306565.4194,308478.556,311119.7173,313722.3876,316222.9563,318120.3798,319994.9765,321668.7908,323792.8922,326274.6754,329044.7697,331220.4131,332621.0038,333522.2152,334387.1901,335515.2677,336972.786,338836.4071,341207.8497,344010.8757,346969.7138,350131.7636,353482.4655,356624.7643,358503.7987,359532.8814,360778.8339,363712.4225,368670.9905,375051.3834,382338.8471,389753.8707,397192.9898,405313.7206,414324.0311,424424.8111,435642.6325,447001.8189,457377.2072,465417.4133,471410.1258,476321.7927,481101.969,486364.6408,493807.311,503581.0249,515585.9689,527506.0163,537243.9315,542790.8265,542279.5194,536950.8905,529177.0747,522530.0144,517152.0639,512854.2352,509047.6972,506128.7986,504013.0223,502750.6449,502461.0559,503520.5128,505187.0103,506965.7408,508127.3936,509629.7021,510698.0675,511148.1018,510722.1053,510865.9084,512186.8134,513735.1719,514598.0027,514258.6612,513366.9079,512796.7725,513459.5088,515264.2695,517856.7071,520464.3144,522618.3839,523712.0542
19,31,Iowa,126670.6981,127387.3677,128101.8432,128907.5343,129601.5422,130150.2693,130536.5051,131092.9061,131663.1103,132336.3903,132947.6304,133804.546,134774.1781,135737.4155,136174.7876,136275.2703,136144.1984,136236.6032,136254.2214,136412.6273,136738.2578,137328.7848,137914.1904,138357.4697,138753.457,139144.7358,139475.4201,139820.8353,140219.226,140643.5651,141079.3203,141430.9189,141831.32,142327.6835,142845.093,143247.9186,143594.8999,144114.444,144843.9831,145468.3084,146034.2986,146517.4392,147252.7557,147767.9747,148300.8472,148557.2405,148999.0244,149409.7752,150060.02,150978.2298,152060.8239,152950.0666,153626.6288,154199.817,154640.7563,154960.3365,155222.4357,155909.5563,156685.9104,157464.1569,157757.0721,158045.7673,158384.6274,158920.7901,159470.4257,159941.2935,160620.4743,161557.1183,163206.7187,164995.2246,166726.7785,167920.0224,168822.8939,169855.51,171139.006,172795.8019,174700.2034,176758.0278,178596.9686,179744.8263,180308.4071,180888.1785,181837.6274,183062.4065,184900.5218,187115.7807,189819.0302,192485.2584,195167.2862,197553.4969,199018.0349,199443.1402,199264.0089,199344.3072,199626.4731,199731.7503,199275.2078,198810.728,198929.2622,199938.9421,201415.5853,202931.905,204075.6094,204879.016,205310.1302,205619.0675,205799.2564,205892.2719,205934.4905,206354.0749,207517.9644,209142.85,210659.1684,211511.7496,211768.4204,211874.051,211962.324,212367.7485,213083.2491,214431.3186,215799.0999,216890.7218
42,32,Nevada,197342.557,198246.2233,199424.4538,200834.3087,202516.9443,204606.7457,206770.6791,208601.9761,210203.979,211627.6427,213325.705,214823.9547,216298.0024,217642.9554,218826.2888,220247.3964,221551.9539,223003.2389,223994.2675,224522.9964,225026.6342,225681.1906,226882.3273,228263.3385,230008.7432,232275.2655,234819.2106,237407.6396,239485.409,241586.4115,243833.4665,246506.0887,249440.9344,252534.4631,255531.9635,258620.2191,261470.3046,264280.8804,267075.939,269873.8975,272884.2789,275915.2563,279394.733,282872.1248,286028.9591,288553.4444,290541.1205,292048.4814,293294.9387,294618.1403,295911.4191,296978.4811,297311.2477,297588.6977,297830.7477,298345.4923,298651.6106,298931.1464,299416.5318,300222.5569,301746.4291,303437.0901,305315.8835,306634.3175,306973.8011,306757.5916,306804.5993,307993.3427,310191.3606,313011.6612,316608.671,320645.9986,324768.2877,329138.6242,334221.9939,340197.0685,347373.3078,355560.2525,364011.5403,371498.6425,377598.9715,382973.578,388548.6105,394028.3159,400755.3219,408758.9054,418597.4071,428655.3952,437726.1457,444848.5352,448355.5544,447729.9101,443175.1057,437323.2314,430789.3845,424696.8327,418686.774,413765.4375,410145.1336,408087.0326,407275.9024,407809.8201,409298.8803,411766.4585,414131.659,416312.7309,418239.0443,420102.9654,421680.2853,423398.772,425362.9053,427928.5378,430446.0164,432520.9565,434246.2789,435759.1476,437211.1624,438547.1537,439914.6003,441460.5416,442817.6913,443452.6837
6,33,Arkansas,120974.8042,121120.5598,121379.0033,121795.5329,122187.6966,122589.1618,123068.8955,123743.3104,124450.6586,125285.1128,125917.9247,126548.1465,127232.7201,127898.0394,128251.6716,128431.8358,128604.931,128940.1695,129104.1116,129432.6944,129825.739,130409.4836,130874.6069,131253.197,131557.219,131802.4489,132098.8744,132447.2777,132823.1514,133100.361,133463.9907,133809.8965,134324.5189,134862.258,135467.6043,136046.4365,136532.1482,136921.5676,137531.1427,138024.6415,138513.0506,138559.3103,138788.3572,138953.3642,139266.7601,139298.6466,139537.4209,139906.8443,140491.5927,141183.2496,141938.3791,142738.2976,143433.6116,144204.5162,144770.9571,145183.1599,145214.3874,145470.3482,145908.9652,146611.9253,147058.3418,147615.0161,148394.0962,149519.3856,150457.1591,151213.2867,152126.1203,153469.7444,155342.1335,157172.5158,158943.4092,160309.3803,161637.1933,163079.941,164812.2453,166735.6459,168892.6614,171410.1039,173999.6224,176229.8614,177720.9366,179116.229,180808.4324,182808.8637,185056.4499,187150.3452,189062.4931,190959.4833,192588.0028,194208.6452,195080.9299,195488.5019,195303.3947,195115.6714,194835.0637,194464.6278,193905.2573,193656.1153,194116.905,195297.6103,196888.3269,198224.8508,198937.5909,198938.4105,198878.2443,198918.2863,199165.6346,199292.1271,199260.527,199590.4274,200587.6433,202097.3341,203381.5143,204204.638,204628.3922,205010.6413,205090.2383,205190.664,205261.7177,205889.1661,206660.5488,207283.5874
34,34,Mississippi,115570.9443,116204.9943,116909.3231,117720.4053,118725.8074,119604.0664,120526.6931,121481.3658,122538.621,123354.4181,123628.2887,123709.4483,123938.0142,124419.1476,124619.3203,124688.5715,124793.2724,125182.3792,125512.0046,125742.7134,125942.157,126026.5609,126087.5914,126109.6349,126237.3428,126472.2259,126689.4571,126882.0046,126818.8096,126718.8233,126707.5929,126956.3259,127336.0079,127747.8887,127987.6985,128075.5906,128238.0568,128612.9698,129538.4978,130271.2643,130705.5097,130490.843,130165.1266,129927.6862,130065.4847,130309.3241,130978.1632,131557.0423,132077.368,132393.1793,132955.4214,133633.8291,134294.1076,134904.4714,135442.093,135782.7641,135754.8512,135947.7041,136267.1447,136793.7653,136948.6825,137229.6408,137888.0086,138799.738,139525.5682,139788.6946,140531.5711,141818.3924,143712.1949,145156.3663,146326.6792,147141.2625,148163.2664,149440.8435,150959.8948,152710.9465,154632.5978,156752.3242,158905.04,160786.6738,162113.3069,163538.3141,165570.3981,167744.463,169496.9936,170368.7696,171105.8087,171907.6638,172831.4549,174337.3577,175655.7354,176455.9467,176226.0827,175423.796,174465.2408,173478.6983,172237.7389,171044.5858,170104.8502,170446.6085,171574.975,172741.5205,173439.1086,173673.0129,173774.6052,173607.8895,172978.4502,172533.7043,172231.6262,172546.2799,173543.2366,174909.2129,175952.9959,176199.4664,175818.5749,175278.0127,174826.3529,175064.4327,175872.9537,177064.9026,178106.2905,179182.1292
23,35,Kansas,120243.175,120728.6993,121112.2432,121629.8036,122151.2542,122621.3954,123095.0786,123730.1438,124436.3755,125230.707,125829.3195,126504.8671,127085.9615,127654.5749,127882.4903,128008.1879,128116.4594,128375.8958,128483.9376,128579.9899,128743.5337,129107.8866,129696.0491,130325.6703,130970.2158,131461.1236,131886.7454,132391.5526,132838.0932,133153.3826,133439.8419,133752.6203,134179.2275,134596.8232,135036.5729,135592.4182,136239.2491,136983.3804,137838.0112,138592.8598,139306.4486,139760.6275,140312.5824,140768.736,141328.4048,141689.7346,142189.5281,142618.6333,143109.6782,143686.2377,144498.4383,145313.684,145904.449,146398.6938,146852.15,147429.1071,147915.289,148625.8356,149543.9595,150588.8353,151585.5514,152693.3129,153970.2184,155212.3021,155926.0302,156366.7547,157161.4322,158497.5327,160440.4902,162221.5147,164000.391,165449.3043,166845.7044,168353.0591,170260.1216,172521.2332,175122.0994,177785.2485,180054.8039,181572.0844,182335.9909,182991.3993,184022.7997,185372.4426,187614.7245,190266.2024,193386.7341,196294.6797,198944.7012,201297.1355,202882.0782,203603.987,203568.5991,203703.9679,204089.8284,204602.2906,204797.8288,204785.204,205121.2523,206132.2763,207694.0367,209368.7671,210767.7084,212008.2014,212971.7487,213578.6921,213719.5504,213480.4579,213352.161,213859.6225,215307.0025,217145.3353,218817.1346,220101.5683,221191.8762,222330.1766,223292.9243,224253.919,225190.3065,226477.2722,227385.7108,227853.9413
41,36,New Mexico,163885.9636,164084.7776,164463.2477,165095.4277,165690.7413,165950.0994,166166.0062,166423.5065,166895.4844,167376.9657,167568.2013,167738.2503,167898.688,168209.4273,168463.3582,168923.1112,169605.7081,170340.5343,170688.4355,170831.3342,170856.0842,171244.2827,171734.2777,172209.3601,172222.5386,172307.2034,172601.6213,173376.1518,174015.7442,174551.472,175025.0904,175414.6369,175817.4837,176199.6072,176779.0052,177363.4986,177805.6529,178285.9321,178936.8024,179564.159,180082.3104,180471.3348,181215.1337,182153.5541,183288.8873,184072.0356,184850.554,185512.175,186288.7198,186969.5458,187770.8727,188769.3731,189966.1084,191064.1755,191944.2431,192626.0605,193180.9187,193871.4939,194921.1405,196321.092,197777.7072,198947.0969,200140.2073,201376.3535,202502.1299,203610.5481,205088.8623,207188.8981,209986.5589,213046.3589,216062.0617,218814.9886,221505.6793,224640.8727,228007.8732,231551.1359,235062.7571,238619.1493,241755.3777,244203.3001,245751.8341,247093.0348,248855.3781,251136.0511,254425.4971,258718.4761,263931.1586,268956.1709,273044.8646,276503.5223,278699.0209,279473.8565,278831.1823,278115.8031,277642.8456,277568.7214,277427.8428,277622.5007,278307.3069,279888.111,281926.5423,283869.4938,285475.6716,286996.0503,288313.1431,289449.9633,290306.0942,290837.6225,291333.2702,291931.5775,293455.0713,295231.9204,296680.247,297129.7237,297260.2476,297564.4127,298305.8149,299183.3342,299984.5628,300989.3065,302024.1279,303012.9846
38,37,Nebraska,135292.8575,135797.3386,136318.6159,137035.9641,137787.0692,138532.9548,139189.5138,139977.3874,140751.806,141607.3717,142248.272,143046.623,143875.6625,144781.651,145391.1686,145878.0668,146265.9473,146764.653,147174.3518,147573.244,148061.2103,148687.6721,149442.2151,150136.4436,150784.9983,151361.5524,152063.4509,152928.3747,153855.5766,154802.4186,155648.8862,156358.089,157036.9462,157790.644,158641.6306,159421.0644,160194.5275,161041.6515,162047.976,162943.8625,163779.5648,164489.3938,165398.3134,166221.6339,167058.6791,167522.0696,168071.737,168496.3016,169260.1573,170150.9258,171200.8326,172133.9267,172919.5808,173708.4488,174369.4962,175050.7241,175669.1585,176503.3571,177463.2264,178512.4966,179487.4649,180421.1042,181352.3444,182249.6543,182908.7491,183492.6659,184392.7181,185927.33,188200.0316,190625.6706,193098.257,195282.3623,197461.5455,199820.2583,202497.6292,205487.2125,208682.0586,211810.4606,214070.1595,214974.504,214618.5635,214293.1529,214721.2524,215915.5835,218342.1925,221788.1585,226161.1816,230434.3258,233934.2352,236621.8851,237920.7153,238025.9693,237302.0336,237000.7324,237261.422,237948.0135,238119.195,238495.9996,239292.4717,241026.3415,243079.1805,245173.3884,246838.0357,248066.7579,248640.7265,248774.3104,248806.1686,248934.9765,249456.0233,250321.4524,251697.6413,253083.791,254118.9171,254505.0545,254694.9626,254924.0764,255405.4973,256118.8681,256925.8067,258127.8522,259166.0871,260027.5299
20,38,Idaho,177996.7573,178838.3274,179958.3306,181158.9247,182521.6775,183788.0571,185023.2336,186206.7303,187464.8909,188668.935,189588.0541,190517.0288,191886.4978,193469.7576,194985.8376,196340.7623,197832.6093,199379.3046,200657.1014,201754.5383,202927.2632,204257.423,205764.7835,207332.2438,208901.4485,210618.1491,212323.9758,214153.5597,215675.2282,217230.1305,218650.3619,220012.7806,221464.9868,223097.3683,224947.9844,226820.6402,228783.7627,230909.0387,233504.187,236182.8912,238960.4927,241459.4021,244253.3447,247088.7043,249955.8147,252470.6949,254902.3057,257231.2154,259454.9554,261593.9205,263833.6322,266084.0046,268241.1302,270363.0986,272493.0583,274732.7578,276825.4989,279279.4647,282051.2943,285174.5402,288374.3434,291731.2244,295409.8431,299071.4669,302001.5678,304128.9239,306344.4689,309722.1892,315110.6039,322134.2677,330800.731,340502.5871,350953.342,362569.2501,375565.5579,389545.706,404058.7775,417179.5938,427800.47,434715.617,438959.5546,442276.5949,445643.2872,449448.8565,454131.5026,460170.6389,467589.0647,475577.0967,482055.6636,486063.8665,485348.3243,480613.5833,473128.2093,466056.604,459381.8119,453195.1242,447323.3472,442663.5525,439289.8008,437583.919,437192.321,438028.3308,439146.5431,440792.5343,442124.2449,443540.0037,443981.7903,443927.9205,443405.1586,443975.1789,445683.2069,447722.835,449016.193,449336.6084,449554.8586,450197.874,451234.5349,452248.2146,453165.8973,454413.2246,455585.1671,456464.183
61,39,West Virginia,101294.5007,101760.4663,102203.1315,102647.6745,103162.3348,103628.0448,104025.3324,104411.7838,104964.3624,105749.0739,106363.6698,106633.8006,106848.8961,107081.087,107122.7599,106938.5995,106721.2372,106626.9745,106437.4805,106278.8307,106351.2654,106469.522,106583.089,106598.655,106593.254,106735.1945,106941.7329,107410.3008,107773.3427,107854.0845,107630.9867,107398.1795,107563.3401,107939.8268,108435.0882,108658.8772,108915.7228,109184.5452,109972.3596,110876.3448,111683.4844,111919.9501,111825.0693,111641.3707,111832.4372,111978.3964,112349.3981,112605.8338,112855.4002,113130.1537,113427.7335,113698.2081,113781.0682,113869.847,114053.5355,114088.1254,113953.3302,113959.3686,114103.8004,114335.9684,114394.8838,114855.0939,115656.895,116696.56,117415.5569,117710.9938,117968.7287,118668.2128,120052.865,121906.1944,124109.0266,126224.2827,128289.2678,130240.578,132247.7086,133921.0188,135356.632,136841.3736,137557.9457,137433.8626,136323.89,135988.3691,136505.6966,137474.3459,139389.0805,141525.1882,143924.5575,145731.698,147110.9713,148445.0888,149053.3334,149124.2273,148626.4176,148430.8002,148245.4487,148463.613,148201.4784,147911.5578,147777.0813,148265.2184,149521.5662,150847.5489,151936.4398,152566.2816,152667.7126,152619.5164,152729.295,152960.6453,153159.4771,153659.0094,154879.3562,156484.4556,158004.7633,159089.0696,159999.55,160556.0169,160855.7371,161226.4156,161676.7398,162693.7505,163711.3911,164679.329
18,40,Hawaii,494176.5978,496814.6719,499135.6013,500669.4683,502437.0411,504376.3686,506990.1861,510056.0768,514147.9383,518264.7788,521287.9097,522682.7799,524329.5455,526498.6164,529281.4623,531302.5828,533035.6555,534625.1857,537102.4997,539958.107,543067.1695,546015.7069,548725.4352,551444.96,553983.132,556089.8577,558619.2945,561176.3447,563980.3007,566529.299,568996.7913,571723.7815,574680.2775,578016.7186,580805.5688,582920.0825,584662.95,586501.2801,589139.6388,591802.8943,595073.2358,597342.4548,599414.6798,600912.5216,602482.2406,603632.2325,604018.7971,604413.6461,604508.4083,604821.7597,605399.4369,606478.9694,607359.2286,607909.0348,608284.7428,608313.2178,608120.0767,607984.787,609003.4234,610566.5412,612896.6155,615336.5418,617705.151,619578.6235,619848.1499,619003.4695,618594.6585,620625.751,625445.1092,631465.587,638612.5545,645850.4318,652648.8293,659356.2981,666464.7691,675190.2794,685513.1103,697156.1843,707328.808,713983.9383,718849.9446,724927.4844,733463.5524,742552.6969,757383.1798,777027.5283,801278.3689,820973.472,836187.4666,845453.6075,849036.3677,846831.821,841342.0578,836689.0171,833632.3717,831117.0552,826518.065,821442.3538,817814.27,819225.9276,822254.4876,825433.1679,827403.157,829668.6187,831865.9264,831490.5564,830987.9326,830277.0091,830533.4787,830415.1983,833066.4151,838202.4414,842945.2198,843917.1707,843037.0821,842804.1459,844361.9513,845641.8143,845136.8429,843682.55,841693.1692,840256.0695
39,41,New Hampshire,217143.8876,217927.0148,218722.0978,219800.1936,220876.1653,221941.0111,223019.9585,224280.5611,225618.6307,226985.6203,228092.0823,229084.6625,229884.634,230374.0917,230558.7269,230929.126,231837.9553,233084.6446,233988.8623,234496.0646,234943.6205,235690.3743,236860.9761,238408.9271,239999.703,241525.266,242961.4633,244662.1649,246364.816,247969.5194,249348.6375,250555.5621,251560.5985,252669.1103,253909.4787,255363.4539,256784.9229,258083.6584,259770.1003,261482.4897,263435.9588,265044.9136,266727.7598,268060.3263,269029.1745,269500.8935,269863.5176,270278.9782,270602.9342,271179.6867,272133.426,273368.5886,274636.621,275955.0977,277504.2772,278923.4555,280001.2174,281028.8069,282332.8447,283741.9118,285356.5978,287027.5944,289115.1633,291116.6938,292730.8037,293938.2377,295325.5667,297912.6047,302266.5257,307777.9981,313856.0958,319834.7569,325547.119,331529.8907,337708.6229,344658.1364,351945.7076,359131.4145,364561.0443,366722.6973,366143.2029,364987.6663,365348.1326,367286.8796,372486.8981,380442.3094,390859.9669,401176.5309,409798.8368,416147.5176,418990.1681,419092.737,417705.5912,416960.74,417262.2546,417891.4634,417898.8359,418366.6011,419695.4167,422612.1331,426147.3069,430295.7777,434527.3858,439107.9048,443509.0375,447096.7891,449196.7489,450389.8142,451132.9462,452906.8325,456184.1547,460548.9826,464240.9296,466529.2089,467935.3681,469861.5893,472159.0574,474658.1418,476392.5003,478025.6536,479180.8344,480211.8177
