Series ID,Year,Period,Label,Value
CXUCERBAKRYLB1103M,2018,A01,2018 Annual,534
CXUCERBAKRYLB1103M,2019,A01,2019 Annual,555
CXUCERBAKRYLB1103M,2020,A01,2020 Annual,619
CXUCERBAKRYLB1103M,2021,A01,2021 Annual,635
CXUCERBAKRYLB1103M,2022,A01,2022 Annual,703
CXUCERBAKRYLB1103M,2023,A01,2023 Annual,828
