"State","Year","utilities","auto","food","house_own","house_rent","gas","rPCE","utilities_diff","auto_diff","house_own_diff","house_rent_diff","food_diff","gas_diff","rPCE_diff"
"Mississippi",2016,3659,1046.69,3252.15,8985.48984696667,11195.91780825,1800,34726,-391,45.5200000000001,329.525053266669,566.783562250001,98.5500000000002,-155,378
"Mississippi",2017,3973,1105.92,3208.35,9363.76505243333,11595.4791212,1798,35249,314,59.23,378.27520546666,399.56131295,-43.8000000000002,-2,523
"Mississippi",2018,4391.9,1153.33,3175.5,10103.904626,11946.5682119,1951,36127,418.9,47.4099999999999,740.13957356667,351.089090699999,-32.8499999999999,153,878
"Mississippi",2019,4206.5,1150.84,3362.4512195122,9955.0613006,12310.52401795,1923,36184,-185.4,-2.49000000000001,-148.843325399999,363.95580605,186.9512195122,-28,57
"Mississippi",2020,3579.1,1148.95,3444.44268292683,9702.06668423333,12938.834615,1473,36640,-627.4,-1.88999999999987,-252.99461636667,628.31059705,81.9914634146298,-450,456
"Mississippi",2021,4607.9,1172.83,3753.84695121951,10345.7297287333,14220.6499358333,1952,39186,1028.8,23.8799999999999,643.66304449997,1281.8153208333,309.40426829268,479,2546
"Mississippi",2022,5985,1232.4,4203.46463414634,13833.6461015333,15272.8009622,2887,39613,1377.1,59.5700000000002,3487.9163728,1052.1510263667,449.61768292683,935,427
"Missouri",2016,3273.5,933.75,3066,9512.7475727375,10122.603568525,1695,41419,-296.3,54.01,273.122935162501,257.2700554,76.6500000000001,-191,835
"Missouri",2017,3491.7,1002.67,3044.1,10200.9301588625,10428.2935823,1724,41951,218.2,68.92,688.182586125,305.690013775,-21.9000000000001,29,532
"Missouri",2018,3880.4,1055.8,3142.65,11148.8124842625,10363.2425884,1864,42641,388.7,53.13,947.8823254,-65.0509939000003,98.5500000000002,140,690
"Missouri",2019,3663.7,1073.65,3231.39260869565,11061.5090451125,10765.83113256,1803,42578,-216.7,17.8500000000001,-87.3034391500005,402.58854416,88.7426086956498,-61,-63
"Missouri",2020,3070.7,1042.81,3342.0352173913,10947.2244851125,11252.09924928,1414,41804,-593,-30.8400000000001,-114.28456,486.268116719999,110.64260869565,-389,-774
"Missouri",2021,3850.8,1063.26,3769.18043478261,11902.2612219,11897.262260321,1896,44892,780.1,20.45,955.036736787501,645.163011041001,427.14521739131,482,3088
"Missouri",2022,4951.4,1133.9,4224.51,16168.700434025,12450.6243784929,2660,46403,1100.6,70.6400000000001,4266.439212125,553.362118171899,455.32956521739,764,1511
"Montana",2016,3865.5,902.32,3186.45,15790.6841888,9861.2664395,1921,41579,-385,31.24,832.90448528,243.481140149999,54.75,-129,455
"Montana",2017,4358.1,969.19,3241.2,16889.53979916,10060.9326540667,2002,42106,492.6,66.87,1098.85561036,199.666214566701,54.75,81,527
"Montana",2018,4793.5,1025.48,3306.9,18717.6999862,10221.8736921333,2118,44104,435.4,56.29,1828.16018704,160.9410380666,65.7000000000003,116,1998
"Montana",2019,4690,1039.97,3536.06785714286,18544.2350686,10594.8456022333,2175,43682,-103.5,14.49,-173.464917600002,372.971910099999,229.16785714286,57,-422
"Montana",2020,4046.9,1031.5,3632.85803571429,18238.3403518,11153.9247079,1571,43840,-643.1,-8.47000000000003,-305.894716799998,559.0791056667,96.7901785714303,-604,158
"Montana",2021,5050,1035.76,4097.45089285714,21322.0300614,15540.80147095,2161,48458,1003.1,4.25999999999999,3083.6897096,4386.87676305,464.59285714285,590,4618
"Montana",2022,6378.3,1079.53,4557.35089285714,30590.4224022,19511.9203078,3076,50213,1328.3,43.77,9268.3923408,3971.11883685,459.9,915,1755
"Nebraska",2016,3964.5,871.53,3098.85,11600.5066688333,10566.76610585,1695,42391,-351.3,32.98,397.628534433301,281.79465695,65.6999999999998,-191,855
"Nebraska",2017,4315.7,934.3,3098.85,12497.7586442,10907.5022346,1724,43264,351.2,62.77,897.251975366698,340.736128750001,0,29,873
"Nebraska",2018,4791.2,963.31,3131.7,13756.5128354667,11263.46341385,1864,42654,475.5,29.01,1258.7541912667,355.96117925,32.8499999999999,140,-610
"Nebraska",2019,4609.1,974.13,3393.08709677419,13905.6859634667,11615.4969961,1803,42734,-182.099999999999,10.8200000000001,149.173128,352.03358225,261.38709677419,-61,80
"Nebraska",2020,3896.9,956.86,3427.82096774194,13718.2358259333,12058.81048965,1414,41611,-712.2,-17.27,-187.4501375334,443.31349355,34.7338709677501,-389,-1123
"Nebraska",2021,4912.7,982.81,3820.37258064516,14953.4273504333,12712.08181615,1896,45632,1015.8,25.9499999999999,1235.1915245,653.271326499998,392.55161290322,482,4021
"Nebraska",2022,6460.3,1049.96,4195.96935483871,19681.8181513333,12666.8174101667,2660,47770,1547.6,67.1500000000001,4728.3908009,-45.2644059833001,375.596774193551,764,2138
"Nevada",2016,2998.3,1169.76,3295.95,14578.5201693333,13088.8392665,1921,39104,-371,51.26,1176.1889816666,775.284814999999,32.8499999999999,-129,1265
"Nevada",2017,3316.7,1258.79,3339.75,16288.2260956667,14125.1719705,2002,39088,318.4,89.03,1709.7059263334,1036.332704,43.8000000000002,81,-16
"Nevada",2018,3677,1387.58,3449.25,19065.1218926667,15394.627743,2118,41377,360.3,128.79,2776.895797,1269.4557725,109.5,116,2289
"Nevada",2019,3588.1,1419.65,3625.73823529412,19228.5779146667,16342.302357,2175,40853,-88.9000000000001,32.0700000000002,163.456022000002,947.674614000001,176.48823529412,57,-524
"Nevada",2020,2816.8,1365.05,3749.40882352941,18458.9497246667,17039.406599,1571,40067,-771.3,-54.6000000000001,-769.628189999999,697.104242000001,123.67058823529,-604,-786
"Nevada",2021,3586,1381.12,4088.85882352941,21249.8677266667,19181.5651656667,2161,44689,769.2,16.0699999999999,2790.918002,2142.1585666667,339.45,590,4622
"Nevada",2022,5083.3,1420.51,4524.28235294118,30773.6691016667,20476.9329773667,3076,45857,1497.3,39.3900000000001,9523.801375,1295.3678117,435.42352941177,915,1168
"New Hampshire",2016,3511.8,839.8,3558.75,18189.86409,13013.377315,1492,45361,-439.9,26.24,499.669815999998,-428.194025000001,98.5500000000002,-214,-54
"New Hampshire",2017,3843.6,861.19,3624.45,19554.576706,13140.8185887,1628,46405,331.8,21.3900000000001,1364.712616,127.4412737,65.6999999999998,136,1044
"New Hampshire",2018,4313.6,883.56,3723,21409.277239,13857.2774208,1730,47865,470,22.3699999999999,1854.700533,716.458832099999,98.5500000000002,102,1460
"New Hampshire",2019,4075.7,899.12,4081.065,21233.642849,14604.7113085,1681,48195,-237.900000000001,15.5600000000001,-175.634389999999,747.433887700001,358.065,-49,330
"New Hampshire",2020,3350.1,879.28,4193.85,21077.300762,15590.1459895,1268,46649,-725.6,-19.84,-156.342087000001,985.434681000001,112.785,-413,-1546
"New Hampshire",2021,4085.7,880.63,4349.34,23394.90426,17200.112297,1722,50748,735.6,1.35000000000002,2317.603498,1609.9663075,155.49,454,4099
"New Hampshire",2022,5465.5,915.15,4772.01,31486.877401,18591.5353510833,2437,49732,1379.8,34.52,8091.973141,1391.4230540833,422.67,715,-1016
"New Jersey",2016,3080.9,1419.38,3460.2,17926.433427,16111.943059,1492,42517,-273.4,30.8800000000001,-28.05977575,389.8943205,131.4,-214,535
"New Jersey",2017,3266.7,1464.74,3547.8,18553.9519925,16508.2157855,1628,42742,185.8,45.3599999999999,627.518565499999,396.272726500001,87.6000000000004,136,225
"New Jersey",2018,3634.8,1493.96,3657.3,19622.45129,17035.02949,1730,42703,368.1,29.22,1068.4992975,526.8137045,109.5,102,-39
"New Jersey",2019,3425.5,1504.97,3976.41428571429,19403.484586,17556.5080065,1681,43549,-209.3,11.01,-218.966704000002,521.478516499999,319.11428571429,-49,846
"New Jersey",2020,2682.7,1442.96,4242.86428571429,19361.201016,18287.783862,1268,42259,-742.8,-62.01,-42.2835699999996,731.2758555,266.45,-413,-1290
"New Jersey",2021,3342,1475.97,4447.78571428571,21404.45847075,20299.7735745,1722,46861,659.3,33.01,2043.25745475,2011.9897125,204.92142857142,454,4602
"New Jersey",2022,4320.8,1522.89,4912.9,28930.517204,23264.9847125,2437,47792,978.8,46.9200000000001,7526.05873325,2965.211138,465.11428571429,715,931
"New Mexico",2016,3095.1,984.18,3131.7,12241.12970205,11712.9693346333,1921,35436,-368,28.0999999999999,-11483.41123795,1228.5463068833,76.6499999999996,-129,654
"New Mexico",2017,3511,1050.73,3142.65,13106.318684975,12391.9716546,2002,35365,415.9,66.5500000000001,865.188982924999,679.002319966699,10.9500000000003,81,-71
"New Mexico",2018,3939.4,1102.29,3186.45,14168.4183818,12974.2248771,2118,37805,428.4,51.5599999999999,1062.099696825,582.2532225,43.7999999999997,116,2440
"New Mexico",2019,3786.9,1122.73,3458.54090909091,14172.62579785,13762.1435790333,2175,37156,-152.5,20.4400000000001,4.20741604999967,787.9187019333,272.09090909091,57,-649
"New Mexico",2020,3180.7,1088.32,3569.36818181818,14064.0729839,14413.1696685333,1571,36528,-606.2,-34.4100000000001,-108.55281395,651.026089500001,110.82727272727,-604,-628
"New Mexico",2021,4314.3,1072.62,3936.69090909091,15432.560992975,16035.4800603333,2161,40991,1133.6,-15.7,1368.488009075,1622.3103918,367.32272727273,590,4463
"New Mexico",2022,5561.7,1148.99,4337.52727272727,21631.54933285,16595.2013030967,3076,41481,1247.4,76.3700000000001,6198.988339875,559.721242763399,400.836363636361,915,490
"New York",2016,2593.4,1430.44,3383.55,12779.1032699,14667.4929474381,1492,40649,-295.5,62.2,-41.2239252250001,-303.1538661219,32.8500000000004,-214,582
"New York",2017,2823,1485.58,3438.3,14113.113814475,15105.4393234429,1628,41673,229.6,55.1399999999999,1334.010544575,437.9463760048,54.75,136,1024
"New York",2018,3188.6,1559.27,3536.85,14646.46981965,14755.2279841625,1730,42862,365.6,73.6900000000001,533.356005174999,-350.2113392804,98.5499999999997,102,1189
"New York",2019,3008.7,1577.48,3676.72741935484,14450.8226308917,15517.0223776444,1681,43935,-179.9,18.21,-195.647188758299,761.7943934819,139.87741935484,-49,1073
"New York",2020,2388.9,1551.47,3944.29596774194,14310.0720138667,15958.2741358083,1268,41561,-619.8,-26.01,-140.750617025,441.2517581639,267.5685483871,-413,-2374
"New York",2021,3035.6,1624.24,4242.4185483871,15619.2625692917,17245.5900690689,1722,44956,646.7,72.77,1309.190555425,1287.3159332606,298.12258064516,454,3395
"New York",2022,4098.2,1676.31,4689.07258064516,20539.2109104,18903.6118556711,2437,47396,1062.6,52.0699999999999,4919.9483411083,1658.0217866022,446.65403225806,715,2440
"North Carolina",2016,2947.7,794.5,3153.6,10301.1919675942,11686.6650891667,1800,38020,-219.4,33.26,140.866454814201,312.8319575608,43.7999999999997,-155,485
"North Carolina",2017,3079.3,838.61,3142.65,10983.2184383375,12129.6776906583,1798,39096,131.6,44.11,682.0264707433,443.0126014916,-10.9499999999998,-2,1076
"North Carolina",2018,3396.6,876.74,3197.4,12138.7210201875,12676.03711415,1951,39841,317.3,38.13,1155.50258185,546.3594234917,54.75,153,745
"North Carolina",2019,3260.8,888.86,3363.7305,12067.4500834812,13365.59852705,1923,41126,-135.8,12.12,-71.2709367062998,689.561412900001,166.3305,-28,1285
"North Carolina",2020,2752.9,901.25,3518.7825,11837.0208302,13987.66545035,1473,40869,-507.9,12.39,-230.429253281201,622.066923299999,155.052,-450,-257
"North Carolina",2021,3431.5,926.86,3898.3095,13262.7264820375,15378.0566479438,1952,43451,678.6,25.61,1425.7056518375,1390.3911975938,379.527,479,2582
"North Carolina",2022,4302.7,990.34,4352.187,19016.2164664875,17308.354107451,2887,44358,871.2,63.48,5753.48998445,1930.2974595072,453.8775,935,907
"North Dakota",2016,6109.6,783.54,3350.7,15080.0051813333,10390.74445845,1695,47809,-1240,-0.25,-148.1089823334,0.00045845000022382,131.4,-191,-1057
"North Dakota",2017,7126.6,808.9,3361.65,15448.1047263333,10690.43502995,1724,48559,1017,25.36,368.099545000001,299.690571499999,10.9500000000003,29,750
"North Dakota",2018,8147,845.81,3405.45,16295.8916526667,11093.74068435,1864,47815,1020.4,36.91,847.7869263334,403.305654399999,43.7999999999997,140,-744
"North Dakota",2019,7835.9,861.32,3675.89433962264,15399.507946,11323.8377762,1803,47512,-311.1,15.5100000000001,-896.3837066667,230.097091850001,270.44433962264,-61,-303
"North Dakota",2020,6164.7,843.17,3588.70754716981,14723.1486726,11455.8223671167,1414,46887,-1671.2,-18.1500000000001,-676.359273399999,131.9845909167,-87.1867924528301,-389,-625
"North Dakota",2021,7867.5,824.85,3992.82452830189,15421.9643366667,10960.471869175,1896,49817,1702.8,-18.3199999999999,698.8156640667,-495.350497941699,404.11698113208,482,2930
"North Dakota",2022,10507.3,871.02,4453.9641509434,19844.8090926667,11413.84247782,2660,51586,2639.8,46.17,4422.844756,453.370608645,461.13962264151,764,1769
"Ohio",2016,3233.8,826.84,3022.2,8024.77919461429,9370.69697694107,1695,40555,-284.3,31.6600000000001,177.55801339286,225.34354319643,43.7999999999997,-191,571
"Ohio",2017,3425.3,864.64,3022.2,8522.51767870714,9605.06589612222,1724,41509,191.5,37.8,497.73848409285,234.36891918115,0,29,954
"Ohio",2018,3772.2,888.16,3055.05,9308.81722936429,9858.88108843,1864,41524,346.9,23.52,786.29955065715,253.81519230778,32.8500000000004,140,15
"Ohio",2019,3583.3,890.41,3184.33465909091,9305.96604127143,10198.66825143,1803,41853,-188.9,2.25,-2.85118809285996,339.787162999999,129.28465909091,-61,329
"Ohio",2020,2964.3,866.17,3349.58011363636,9247.16956170714,10654.92046407,1414,41335,-619,-24.24,-58.7964795642893,456.252212640002,165.24545454545,-389,-518
"Ohio",2021,3776.5,852.02,3783.97159090909,10138.2977256643,11501.38169656,1896,44189,812.2,-14.15,891.128163957161,846.461232489999,434.39147727273,482,2854
"Ohio",2022,4829,909.45,4222.96704545455,13175.9034327857,12206.398498829,2660,45283,1052.5,57.4300000000001,3037.6057071214,705.016802269,438.99545454546,764,1094
"Oklahoma",2016,3539.9,1042.89,3153.6,201518.509874575,10297.2933732333,1800,35889,-536.9,32.7500000000001,192907.648605075,84.2835760666003,65.6999999999998,-155,115
"Oklahoma",2017,3923.5,1100.9,3142.65,9126.359916625,10423.3888398,1798,36545,383.6,58.01,-192392.14995795,126.0954665667,-10.9499999999998,-2,656
"Oklahoma",2018,4315.6,1127.04,3164.55,9575.435072525,10646.2016538,1951,37841,392.1,26.1399999999999,449.0751559,222.812814000001,21.9000000000001,153,1296
"Oklahoma",2019,4051.3,1117.75,3337.04805194805,9454.915147425,10938.6296034667,1923,38025,-264.3,-9.28999999999996,-120.519925100001,292.427949666699,172.49805194805,-28,184
"Oklahoma",2020,3281.8,1087.42,3465.03506493506,9285.55765095,11389.9918428,1473,37118,-769.5,-30.3299999999999,-169.357496474999,451.362239333301,127.98701298701,-450,-907
"Oklahoma",2021,4440.3,1094.21,3854.68441558442,9960.940535,12467.434176325,1952,39846,1158.5,6.78999999999996,675.382884049999,1077.442333525,389.64935064936,479,2728
"Oklahoma",2022,6131.8,1172.21,4317.57077922078,13166.04770335,13296.8078692474,2887,41080,1691.5,78,3205.10716835,829.3736929224,462.88636363636,935,1234
"Oregon",2016,2880.2,964.88,3208.35,16827.846782125,14061.372006,1921,38675,-273.2,58.29,1028.4112655625,1352.04105382,21.9000000000001,-129,1227
"Oregon",2017,3151.5,1043.93,3252.15,18892.23623675,14951.5922321667,2002,39112,271.3,79.0500000000001,2064.389454625,890.220226166701,43.8000000000002,81,437
"Oregon",2018,3402.6,1077.2,3427.35,21185.11028,15638.318319,2118,38945,251.1,33.27,2292.87404325,686.7260868333,175.2,116,-167
"Oregon",2019,3346.4,1077.93,3746.11666666667,20955.229241125,16378.6996138333,2175,39864,-56.1999999999998,0.730000000000018,-229.881038875003,740.3812948333,318.76666666667,57,919
"Oregon",2020,2840.2,1030.37,3948.99583333333,20612.500976,17109.8036878333,1571,39083,-506.2,-47.5600000000002,-342.728265124999,731.104074000001,202.87916666666,-604,-781
"Oregon",2021,3561.4,1024.86,4390.0375,23387.055763,18573.7951562857,2161,42443,721.2,-5.50999999999999,2774.554787,1463.9914684524,441.04166666667,590,3360
"Oregon",2022,4593.6,1088.03,4733.1375,32443.48009325,20142.0077956944,3076,42431,1032.2,63.1700000000001,9056.42433025,1568.2126394087,343.099999999999,915,-12
"Pennsylvania",2016,3116.1,1014.42,3295.95,10401.3749598111,10827.7262789982,1492,42649,-398.4,39.89,-509.4453406833,101.3142026149,87.5999999999999,-214,593
"Pennsylvania",2017,3394.8,1065.44,3328.8,11438.1946200944,11065.9091328909,1628,42725,278.7,51.0200000000001,1036.8196602833,238.1828538927,32.8500000000004,136,76
"Pennsylvania",2018,3749.2,1103.41,3405.45,12828.5892778556,11190.2906853583,1730,44275,354.4,37.97,1390.3946577612,124.381552467401,76.6499999999996,102,1550
"Pennsylvania",2019,3579,1106.29,3510.70074626866,12448.4845091444,11803.8527012276,1681,44911,-170.2,2.87999999999988,-380.1047687112,613.5620158693,105.25074626866,-49,636
"Pennsylvania",2020,2888.4,1080.55,3719.56791044776,12413.9279460611,12388.0232006538,1268,43247,-690.6,-25.74,-34.5565630833007,584.1704994262,208.8671641791,-413,-1664
"Pennsylvania",2021,3586.1,1069.27,4038.42537313433,13733.2070995,13402.48143102,1722,46842,697.7,-11.28,1319.2791534389,1014.4582303662,318.85746268657,454,3595
"Pennsylvania",2022,4848.1,1119.98,4480.02089552239,17967.7437129556,14569.4035292896,2437,48514,1262,50.71,4234.5366134556,1166.9220982696,441.59552238806,715,1672
"Rhode Island",2016,2853.3,1393.27,3416.4,17703.103625,13650.636652,1492,39827,-532.2,68.6500000000001,198.713649000001,674.611148,87.5999999999999,-214,569
"Rhode Island",2017,3045.1,1467.02,3536.85,19181.02338,14334.485749,1628,40045,191.8,73.75,1477.919755,683.849097,120.45,136,218
"Rhode Island",2018,3660.7,1517.02,3701.1,21017.27191,15171.46891,1730,40892,615.6,50,1836.24853,836.983161,164.25,102,847
"Rhode Island",2019,3443.4,1550.7,4329.63,20771.913637,15969.182492,1681,41250,-217.3,33.6800000000001,-245.358272999998,797.713582,628.53,-49,358
"Rhode Island",2020,2868.3,1549.19,4570.53,20490.041107,16845.346009,1268,40597,-575.1,-1.50999999999999,-281.872530000001,876.163517000001,240.9,-413,-653
"Rhode Island",2021,3418,1583.84,4769.82,22882.352924,18714.163205,1722,43946,549.7,34.6499999999999,2392.311817,1868.817196,199.29,454,3349
"Rhode Island",2022,4315.4,1573.84,5181.54,30598.253462,20915.072882,2437,43425,897.4,-10,7715.900538,2200.909677,411.72,715,-521
"South Carolina",2016,3576.3,1048.45,3131.7,10421.6382846375,12179.6524085,1800,38003,-222.3,63.8000000000001,287.5129102625,83.8499637066998,32.8499999999999,-155,607
"South Carolina",2017,3770.2,1145.15,3066,11177.5116806875,12730.5753475143,1798,38775,193.9,96.7,755.873396049999,550.922939014299,-65.6999999999998,-2,772
"South Carolina",2018,3990.9,1230.72,3142.65,12250.5807995,13312.4326955286,1951,39499,220.7,85.5699999999999,1073.0691188125,581.8573480143,76.6500000000001,153,724
"South Carolina",2019,3822.6,1248.82,3297.37826086957,12167.0318831375,13760.8487595036,1923,40536,-168.3,18.0999999999999,-83.5489163624989,448.416063975001,154.72826086957,-28,1037
"South Carolina",2020,3249.2,1246.61,3455.43913043478,11868.7711429875,14293.7404926125,1473,40184,-573.4,-2.21000000000004,-298.260740150001,532.8917331089,158.06086956521,-450,-352
"South Carolina",2021,4032.9,1266.32,3733.71195652174,13145.9239626375,15757.163076625,1952,42225,783.7,19.71,1277.15281965,1463.4225840125,278.27282608696,479,2041
"South Carolina",2022,4953.7,1332.17,4169.56956521739,18955.1419317,17921.1248194722,2887,43216,920.8,65.8500000000001,5809.2179690625,2163.9617428472,435.85760869565,935,991
"South Dakota",2016,4082.8,810.47,3295.95,13043.9115825,9554.1381375,1695,43737,-418.9,34.09,359.007071850001,0.000137499999254942,76.6499999999996,-191,1044
"South Dakota",2017,4425.2,872.4,3306.9,13953.936386,9960.6979256,1724,44433,342.4,61.9299999999999,910.024803499999,406.559788099999,10.9500000000003,29,696
"South Dakota",2018,4910.5,906.65,3295.95,15147.7656595,10458.75170315,1864,43353,485.3,34.25,1193.8292735,498.05377755,-10.9500000000003,140,-1080
"South Dakota",2019,4699.1,932.68,3582.64090909091,15135.65054,10622.90601765,1803,43526,-211.4,26.03,-12.1151195000002,164.154314500001,286.69090909091,-61,173
"South Dakota",2020,4191.5,924.17,3699.275,15044.3624725,10962.57927485,1414,43270,-507.6,-8.50999999999999,-91.2880674999997,339.6732572,116.63409090909,-389,-256
"South Dakota",2021,5311.9,958.88,4143.74545454545,16306.010136,12005.6614986,1896,47012,1120.4,34.71,1261.6476635,1043.08222375,444.47045454545,482,3742
"South Dakota",2022,6660.1,1023.21,4557.68863636364,23204.435426,13692.7753288333,2660,48706,1348.2,64.33,6898.42529,1687.1138302333,413.94318181819,764,1694
"Tennessee",2016,3366.1,907.93,3285,9250.9452728,11376.3144990567,1800,37209,-267.1,26.9499999999999,279.45531637,186.544021276699,65.6999999999998,-155,405
"Tennessee",2017,3552.6,957.28,3241.2,10017.99448364,11680.0196365167,1798,38256,186.5,49.35,767.049210840001,303.70513746,-43.8000000000002,-2,1047
"Tennessee",2018,3946.9,998.03,3317.85,10941.67808192,12139.8295944,1951,40185,394.3,40.75,923.683598279998,459.809957883301,76.6500000000001,153,1929
"Tennessee",2019,3801.3,1004.15,3451.3247368421,10893.30354424,12717.7342876333,1923,40278,-145.6,6.12,-48.3745376799998,577.9046932333,133.4747368421,-28,93
"Tennessee",2020,3092.1,987.96,3570.96789473684,10905.5361737,13358.3709490286,1473,39921,-709.2,-16.1899999999999,12.2326294600007,640.6366613953,119.64315789474,-450,-357
"Tennessee",2021,4004.9,1001.12,3900.27473684211,12111.02161724,14635.2243606463,1952,43449,912.8,13.16,1205.48544354,1276.8534116177,329.30684210527,479,3528
"Tennessee",2022,5157.7,1061.15,4377.69473684211,17477.17463511,15903.1700877561,2887,43867,1152.8,60.0300000000001,5366.15301787,1267.9457271098,477.42,935,418
"Texas",2016,3959.7,1194.3,2923.65,11237.4498717398,12076.6090150366,1800,38150,-381.6,84.6399999999999,345.2284240918,273.724056789,87.5999999999999,-155,434
"Texas",2017,4426.9,1295.93,2967.45,12001.1561905923,12378.8371027561,1798,39098,467.2,101.63,763.706318852501,302.228087719501,43.7999999999997,-2,948
"Texas",2018,5176.2,1372.52,2890.8,13041.1591058385,13030.7127815609,1951,39554,749.3,76.5899999999999,1040.0029152462,651.875678804799,-76.6499999999996,153,456
"Texas",2019,4732.4,1370.28,3153.29822834646,17105.9483272808,13502.0056217072,1923,39775,-443.8,-2.24000000000001,4064.7892214423,471.2928401463,262.49822834646,-28,221
"Texas",2020,3689.5,1302.63,3209.08287401575,12585.9386950962,13684.247226175,1473,38959,-1042.9,-67.6499999999999,-4520.0096321846,182.241604467801,55.7846456692901,-450,-816
"Texas",2021,5438.4,1343.03,3555.94783464567,13757.5847572462,14588.9550366652,1952,42545,1748.9,40.3999999999999,1171.64606215,904.707810490199,346.86496062992,479,3586
"Texas",2022,6747.7,1470.12,3908.97755905512,18450.6388527538,15840.1834322979,2887,43897,1309.3,127.09,4693.0540955076,1251.2283956327,353.02972440945,935,1352
"Utah",2016,2758.5,916.7,3087.9,14540.087492,12706.896210975,1921,34595,-222.5,36.85,835.307209440001,734.317116474998,32.8499999999999,-129,1279
"Utah",2017,2987.2,984.12,3076.95,16235.5077196,13528.465417225,2002,34864,228.7,67.42,1695.4202276,821.56920625,-10.9500000000003,81,269
"Utah",2018,3311,1038.39,3186.45,18585.7760758,14341.8922655,2118,37035,323.8,54.2700000000001,2350.2683562,813.426848275001,109.5,116,2171
"Utah",2019,3137.7,1051.23,3512.68448275862,18956.0856468,16887.4099562,2175,37497,-173.3,12.8399999999999,370.309570999998,2545.5176907,326.23448275862,57,462
"Utah",2020,2655.5,1028.38,3490.02931034483,18979.2206996,17930.2482468,1571,38302,-482.2,-22.8499999999999,23.1350528000003,1042.8382906,-22.6551724137903,-604,805
"Utah",2021,3338.5,1047.21,3922.36551724138,22657.3036912,20664.2170556,2161,42593,683,18.8299999999999,3678.0829916,2733.9688088,432.33620689655,590,4291
"Utah",2022,4400.9,1128.96,4387.92931034483,33449.06281,21588.1512630238,3076,44222,1062.4,81.75,10791.7591188,923.934207423801,465.56379310345,915,1629
"Vermont",2016,3851.8,817.85,3712.05,18280.74718,15424.4929968,1492,45167,-451.7,33.51,-52.6998950000016,-3.20000071951654e-06,0,-214,804
"Vermont",2017,4136,842.36,3701.1,21052.374669,16209.892438,1628,44711,284.2,24.51,2771.627489,785.399441200001,-10.9500000000003,136,-456
"Vermont",2018,4545.6,856.26,3832.5,22841.214355,16778.407534,1730,46196,409.6,13.9,1788.839686,568.515096000001,131.4,102,1485
"Vermont",2019,4388,859.35,4304.91428571429,21237.265535,17186.074282,1681,46773,-157.6,3.09000000000003,-1603.94882,407.666748,472.41428571429,-49,577
"Vermont",2020,3610.6,852.57,4430.05714285714,21091.64426,17708.641225,1268,44244,-777.4,-6.77999999999997,-145.621274999998,522.566942999998,125.142857142851,-413,-2529
"Vermont",2021,4338,846.08,4639.67142857143,23400.659177,18972.229059,1722,47838,727.4,-6.49000000000001,2309.014917,1263.587834,209.61428571429,454,3594
"Vermont",2022,5532.4,854.05,5029.17857142857,31768.316081,21242.648087,2437,47477,1194.4,7.96999999999991,8367.656904,2270.419028,389.50714285714,715,-361
"Virginia",2016,3122.4,883,3361.65,12131.0152740889,12233.7685217857,1492,39748,-280.8,33.49,192.997889766701,358.087093657099,43.8000000000002,-214,672
"Virginia",2017,3355.7,920.4,3317.85,12809.5861257333,12690.0259791143,1628,40576,233.3,37.4,678.570851644399,456.2574573286,-43.8000000000002,136,828
"Virginia",2018,3779.7,958.17,3394.5,14166.0041835444,12924.1156593903,1730,40960,424,37.77,1356.4180578111,234.089680276,76.6500000000001,102,384
"Virginia",2019,3650,966.99,3557.43270676692,13921.6633836111,13419.4413970889,1681,42204,-129.7,8.82000000000005,-244.340799933301,495.3257376986,162.93270676692,-49,1244
"Virginia",2020,2964.2,944.7,3688.58571428571,13671.3365140889,14093.2140878028,1268,40662,-685.8,-22.29,-250.3268695222,673.7726907139,131.15300751879,-413,-1542
"Virginia",2021,3724.2,960.51,4020.70827067669,14910.4995432444,15383.8366084556,1722,43267,760,15.8099999999999,1239.1630291555,1290.6225206528,332.12255639098,454,2605
"Virginia",2022,4889.4,1055.3,4498.96804511278,20385.5505936667,17121.2502295556,2437,44274,1165.2,94.79,5475.0510504223,1737.4136211,478.25977443609,715,1007
"Washington",2016,2892.6,1016.31,3295.95,15821.4884509364,13173.98699235,1921,40419,-158.5,46.5,978.161089654601,636.017851192899,32.8499999999999,-129,380
"Washington",2017,3186.6,1077.65,3328.8,17885.6385019455,14201.8546349875,2002,40699,294,61.3400000000001,2064.1500510091,1027.8676426375,32.8500000000004,81,280
"Washington",2018,3450.4,1120.23,3525.9,20434.3266498182,15160.7827125819,2118,41913,263.8,42.5799999999999,2548.6881478727,958.928077594401,197.1,116,1214
"Washington",2019,3390.9,1154.97,3755.56923076923,20614.8301583636,16035.9487166444,2175,42307,-59.5,34.74,180.5035085454,875.166004062499,229.66923076923,57,394
"Washington",2020,2581.7,1115.8,4040.83076923077,20900.3445457273,16867.3254541111,1571,40951,-809.2,-39.1700000000001,285.514387363703,831.376737466699,285.26153846154,-604,-1356
"Washington",2021,3340.4,1110,4302.22692307692,23839.4320022727,18641.7498652556,2161,44185,758.7,-5.79999999999995,2939.0874565454,1774.4244111445,261.39615384615,590,3234
"Washington",2022,4382.1,1125.17,4721.13461538462,33331.8509296364,19287.5979544634,3076,44700,1041.7,15.1700000000001,9492.4189273637,645.848089207801,418.9076923077,915,515
