Series ID,Year,Period,Label,Value
CXUFISHSEALB1102M,2018,A01,2018 Annual,226
CXUFISHSEALB1102M,2019,A01,2019 Annual,213
CXUFISHSEALB1102M,2020,A01,2020 Annual,229
CXUFISHSEALB1102M,2021,A01,2021 Annual,219
CXUFISHSEALB1102M,2022,A01,2022 Annual,264
CXUFISHSEALB1102M,2023,A01,2023 Annual,241
