Series ID,Year,Period,Label,Value
CXUFISHSEALB1103M,2018,A01,2018 Annual,128
CXUFISHSEALB1103M,2019,A01,2019 Annual,108
CXUFISHSEALB1103M,2020,A01,2020 Annual,139
CXUFISHSEALB1103M,2021,A01,2021 Annual,141
CXUFISHSEALB1103M,2022,A01,2022 Annual,138
CXUFISHSEALB1103M,2023,A01,2023 Annual,161
