Series ID,Year,Period,Label,Value
CXUFISHSEALB1104M,2018,A01,2018 Annual,133
CXUFISHSEALB1104M,2019,A01,2019 Annual,142
CXUFISHSEALB1104M,2020,A01,2020 Annual,143
CXUFISHSEALB1104M,2021,A01,2021 Annual,168
CXUFISHSEALB1104M,2022,A01,2022 Annual,160
CXUFISHSEALB1104M,2023,A01,2023 Annual,163
